Entry	Mass	Gene Names (ordered locus)
Q3E7B2	9882	YJL062W-A
Q3E7C1	8232	YDR079C-A
Q3E7Y3	14626	YLR367W
Q3E7Y6	8547	YHR199C-A
Q3E829	9050	YDL160C-A
Q3E834	9436	YER074W-A
Q3E835	10549	YOL086W-A
Q6Q560	11266	YER048W-A
Q6Q595	19678	YBL091C-A
Q8TGJ3	8196	YNL024C-A
Q99181	24503	YOR319W
Q99186	55387	YOL062C
Q99188	35100	YOR107W
Q99189	110745	YOR160W
Q99288	39172	YDR051C
Q99297	34007	YOR222W
Q99316	32401	YOL088C
Q99332	67293	YOR324C
Q99344	33278	YPR066W
Q99359	74722	YDR014W
Q99382	20742	YLR065C
Q99393	36608	YOL101C
Q9P305	14395	YHR132W-A
Q9URQ3	37107	YLR316C
Q9URQ5	9180	YCR020W-B
O13577	15165	YLR437C
O14468	8617	YOR304C-A
P00498	32266	YER055C
P00912	24144	YDR007W
P02407	15788	YML024W
P03874	73861	YHL038C
P04801	84520	YIL078W
P06174	30912	YOR278W
P07172	42646	YIL116W
P07236	54092	YKL194C
P07252	76172	YJL209W
P07390	57488	YNR045W
P08459	55939	YDR522C
P08468	94523	YMR257C
P09007	25514	YCR018C
P09436	122984	YBL076C
P09932	66089	YDL227C
P0C074	10027	YNL138W-A
P0C2H7	15505	YDR471W
P0CX09	56470	YNR073C
P0CX13	45165	YML132W
P0CX24	20437	YOR312C
P0CY11	14803	YCR097W
P10662	36729	YDR347W
P10663	13538	YPR166C
P14127	15803	YDR447C
P14905	44608	YDR197W
P16120	57474	YCR053W
P16151	43230	YDR414C
P16547	44580	YIL136W
P16639	57930	YGL017W
P17122	23131	YHR153C
P17123	19912	YHR152W
P17558	35998	YOR158W
P18411	22063	YAL008W
P18496	32094	YLR393W
P18634	59758	YLR392C
P18962	93404	YHR028C
P19956	11476	YMR225C
P20049	50923	YBR166C
P21264	62339	YOR128C
P21304	63803	YLR196W
P21339	129971	YOR188W
P21705	29079	YNL314W
P22023	156477	YOR336W
P22215	50903	YOR307C
P22434	42016	YGL248W
P23250	46623	YIL119C
P23796	58882	YMR283C
P23797	35446	YMR281W
P24031	52777	YBR092C
P24720	77230	YOR350C
P25040	45994	YOL022C
P25335	38714	YIR029W
P25351	69218	YCR023C
P25354	27564	YCR007C
P25355	65206	YCR054C
P25366	41647	YCR095C
P25372	14432	YCR083W
P25568	58844	YCL038C
P25579	64792	YCL051W
P25584	16593	YCL056C
P25611	95690	YCR106W
P25619	37045	YCR021C
P25642	16380	YCR071C
P25649	15117	YCR082W
P25659	26756	YCR076C
P26637	124142	YPL160W
P28625	41637	YMR152W
P28778	15021	YKL003C
P28789	36675	YDL205C
P30402	24811	YMR271C
P30777	72566	YGL142C
P32317	58265	YEL052W
P32351	39071	YIL154C
P32375	50126	YIR027C
P32388	16021	YKL167C
P32435	13271	YGL089C
P32448	59347	YDL197C
P32452	38225	YNL316C
P32453	36851	YNL315C
P32487	68090	YNL268W
P32493	59748	YMR064W
P32525	68464	YJL201W
P32583	41015	YKR092C
P32606	93408	YOR017W
P32634	195383	YER132C
P32770	79299	YDL167C
P32775	81116	YEL011W
P32806	53815	YJL044C
P32857	60018	YKL039W
P32896	103944	YDR081C
P32902	44152	YHL004W
P33303	35340	YJR095W
P33304	71364	YDR085C
P33323	20744	YHR157W
P33331	14453	YER009W
P33335	59426	YPR198W
P33757	59919	YBR250W
P34228	127992	YBL066C
P34231	81033	YKL187C
P34234	34326	YKL183W
P34248	67525	YKL100C
P34250	125593	YKL105C
P35172	89679	YBR001C
P35178	33203	YDR087C
P35195	11518	YBL001C
P35209	84697	YMR179W
P35724	109737	YKL064W
P35735	40463	YKL051W
P36029	69243	YKL174C
P36038	31157	YKL208W
P36054	24135	YKL159C
P36069	33776	YKL128C
P36078	13641	YKL084W
P36090	58895	YKL047W
P36125	31993	YKR030W
P36137	50981	YKR044W
P36139	31246	YKR046C
P36141	15650	YKR049C
P36150	66125	YKR069W
P36534	33751	YPL173W
P36973	19986	YDR441C
P37267	17532	YGR174C
P37293	32804	YGR147C
P37304	92872	YDR251W
P38061	14771	YBL092W
P38073	103397	YBR033W
P38079	38720	YBR054W
P38081	57822	YBR056W
P38087	36555	YBR104W
P38089	44176	YBR125C
P38120	31925	YBR146W
P38124	61629	YBR008C
P38142	53526	YBR241C
P38145	26196	YBR256C
P38151	45782	YBR233W
P38156	68263	YBR298C
P38172	30545	YBL095W
P38187	83856	YBL067C
P38197	29123	YBL036C
P38206	66211	YBL020W
P38229	73355	YBR045C
P38230	37019	YBR046C
P38232	38747	YBR050C
P38234	22921	YBR052C
P38271	37740	YBR129C
P38281	35759	YBR151W
P38305	14234	YBR194W
P38314	57187	YBR214W
P38315	77741	YBR216C
P38325	14610	YBR230C
P38330	83761	YBR238C
P38335	79028	YBR255W
P38343	16028	YBR266C
P38358	51677	YBR293W
P38693	52700	YHR215W
P38694	71321	YHR039C
P38702	40825	YHR002W
P38707	62207	YHR019C
P38708	77386	YHR020W
P38732	67452	YHL039W
P38734	60620	YHL036W
P38738	77756	YHL029C
P38746	45715	YHL014C
P38750	69969	YHL008C
P38765	32563	YHR029C
P38767	64209	YHR032W
P38771	26407	YHR038W
P38774	27100	YHR044C
P38776	57838	YHR048W
P38777	27339	YHR049W
P38784	21078	YHR060W
P38787	42821	YHR063C
P38790	33055	YHR067W
P38796	44888	YHR075C
P38804	12009	YHR087W
P38809	40663	YHR097C
P38814	96398	YHR103W
P38819	24249	YHR110W
P38828	21314	YHR121W
P38829	25675	YHR122W
P38839	17036	YHR136C
P38845	51116	YHR146W
P38848	66148	YHR150W
P38852	40369	YHR156C
P38854	56314	YHR159W
P38872	27884	YHR185C
P38876	21036	YHR189W
P38884	36502	YHR198C
P38885	34113	YHR199C
P38913	35546	YDL045C
P38921	31027	YNL003C
P38958	13188	YDR079W
P38969	48934	YOR266W
P38971	64014	YNL270C
P39005	29989	YJL174W
P39110	22067	YMR138W
P39523	105914	YMR124W
P39525	47555	YER061C
P39551	35073	YAR031W
P39682	74748	YML046W
P39684	70842	YFR023W
P39709	68842	YAL067C
P39718	19877	YAL055W
P39937	59258	YER007W
P39944	92261	YER144C
P39955	100332	YER047C
P39961	91077	YER184C
P39965	65880	YER087W
P39967	86244	YER098W
P39982	11341	YEL059W
P40002	72534	YEL007W
P40006	24992	YEL001C
P40019	17463	YER030W
P40036	62319	YER054C
P40039	58050	YER060W
P40041	56638	YER064C
P40045	14498	YER071C
P40050	79548	YER077C
P40060	14312	YER092W
P40063	24413	YER104W
P40081	20441	YER134C
P40095	63712	YER158C
P40100	33733	YER185W
P40155	23169	YNL214W
P40156	25274	YNL213C
P40187	61938	YIL045W
P40188	19229	YIL057C
P40210	55859	YMR140W
P40214	38570	YMR144W
P40219	16384	YMR148W
P40309	97111	YJL094C
P40317	101082	YDR006C
P40325	22435	YGR268C
P40328	85300	YPL074W
P40342	17097	YNR004W
P40445	61898	YIL166C
P40451	22840	YIL158W
P40463	47961	YIL135C
P40478	31177	YIL114C
P40483	77414	YIL108W
P40491	18364	YIL098C
P40496	30513	YIL093C
P40513	30132	YIL070C
P40525	13641	YIL052C
P40529	32638	YIL044C
P40531	36670	YIL041W
P40533	54928	YIL039W
P40544	37418	YIL023C
P40545	29557	YIL020C
P40546	38889	YIL019W
P40561	28954	YIR001C
P40567	12830	YIR009W
P40570	27600	YIR014W
P40578	127055	YIR033W
P40856	121403	YJL098W
P40987	116648	YOR349W
P40990	41476	YDL107W
P41817	34654	YPL177C
P41913	57048	YOR355W
P42223	98971	YDR351W
P42834	16474	YNL328C
P42842	102336	YNL313C
P42940	28759	YGR207C
P42941	34207	YGR208W
P42943	59736	YJL111W
P43548	61052	YFL055W
P43557	24019	YFL046W
P43562	60610	YFL040W
P43592	25915	YFR008W
P43598	21783	YFR017C
P43607	31865	YFR032C
P43611	59360	YFR039C
P43613	34191	YFR041C
P43615	27879	YFR043C
P43620	75914	YFR048W
P45819	47700	YGL170C
P46151	73942	YPL023C
P46958	53216	YJL146W
P46973	18376	YJR055W
P46983	33740	YJL185C
P46993	24946	YJL170C
P46997	67389	YJL162C
P47005	77367	YJL149W
P47007	44863	YJL147C
P47015	41461	YJL131C
P47018	53477	YJL123C
P47046	91256	YJL051W
P47049	45016	YJL048C
P47081	14077	YJL003W
P47084	59766	YJR003C
P47085	38482	YJR008W
P47089	22495	YJR014W
P47111	15664	YJR044C
P47127	44428	YJR080C
P47140	37480	YJR100C
P47141	30224	YJR101W
P47148	32208	YJR111C
P47153	32011	YJR116W
P47155	23645	YJR118C
P47163	39024	YJR129C
P47165	23671	YJR133W
P47166	81171	YJR134C
P47175	41192	YJR147W
P47177	45159	YJR149W
P47183	38632	YJR156C
P47187	45709	YJR161C
P47976	36772	YDR151C
P48353	25008	YMR161W
P48362	44951	YGR187C
P48526	115794	YPL040C
P48560	10170	YNL300W
P48564	61228	YNL295W
P48589	15472	YOR369C
P49089	64470	YPR145W
P50104	109825	YMR019W
P50113	30683	YGL154C
P50873	57819	YDL079C
P52911	63508	YDR261C
P52918	142118	YDR335W
P52924	43867	YNR075W
P53036	94729	YGL229C
P53046	131420	YGR070W
P53047	35486	YGR213C
P53058	22152	YGL258W
P53060	27709	YGL250W
P53072	33550	YGL232W
P53099	64546	YGL186C
P53100	42984	YGL185C
P53118	78142	YGL144C
P53139	16037	YGL108C
P53142	54331	YGL104C
P53155	43321	YGL082W
P53172	58098	YGL056C
P53183	38259	YGL039W
P53198	25275	YGL002W
P53200	28582	YGR001C
P53203	52943	YGR004W
P53241	69083	YGR065C
P53242	34048	YGR066C
P53248	68165	YGR077C
P53253	106466	YGR089W
P53257	35137	YGR096W
P53279	19152	YGR131W
P53285	54515	YGR141W
P53289	29263	YGR161C
P53292	39575	YGR165W
P53305	12393	YGR215W
P53315	28448	YGR248W
P53316	89513	YGR250C
P53319	53923	YGR256W
P53394	83384	YPR003C
P53438	85643	YMR016C
P53600	21688	YPL010W
P53723	47093	YNR021W
P53724	16283	YNR022C
P53733	10275	YNR037C
P53735	67461	YNR039C
P53744	62428	YNR056C
P53835	73353	YNL279W
P53850	46212	YNL254C
P53851	47167	YNL253W
P53854	20374	YNL245C
P53857	47823	YNL234W
P53878	46503	YNL181W
P53881	34897	YNL177C
P53882	67401	YNL176C
P53883	45609	YNL175C
P53885	40278	YNL173C
P53892	40016	YNL164C
P53898	33667	YNL156C
P53913	20025	YNL133C
P53918	73802	YNL125C
P53937	16089	YNL081C
P53949	22472	YNL056W
P53960	50964	YNL040W
P53970	27738	YNL024C
P54005	38760	YMR316W
P54730	46965	YMR067C
P56508	9180	YDR525W-A
P80235	77766	YAR035W
P87262	13639	YER056C-A
P87275	15753	YER093C-A
P89113	5955	YOL052C-A
P89886	20278	YER007C-A
Q00453	23855	YMR182C
Q01766	32994	YPR005C
Q02608	13639	YPL013C
Q02772	12394	YJR034W
Q02803	34045	YPL052W
Q02863	56920	YPL072W
Q02875	94357	YPL105C
Q02889	12252	YPL098C
Q03079	24166	YPL041C
Q03151	42144	YMR097C
Q03153	70414	YMR098C
Q03201	23424	YDR041W
Q03212	62532	YMR171C
Q03218	56209	YMR177W
Q03264	59540	YMR285C
Q03266	42640	YMR289W
Q03419	36492	YDR492W
Q03441	49932	YDL001W
Q03446	24211	YDR003W
Q03483	49835	YDR210W-A
Q03516	107673	YMR266W
Q03525	23949	YMR269W
Q03667	16669	YMR002W
Q03673	22742	YMR003W
Q03697	49615	YML038C
Q03760	39207	YML107C
Q03786	22175	YDR248C
Q03796	27383	YMR156C
Q03798	29077	YMR157C
Q03799	17471	YMR158W
Q03880	13962	YMR123W
Q03899	65243	YDR131C
Q03942	55950	YDR198C
Q03976	37393	YDR175C
Q04005	33114	YDR184C
Q04007	98331	YDR186C
Q04031	27974	YDR412W
Q04083	41385	YDR438W
Q04201	12893	YML101C
Q04210	19178	YMR040W
Q04212	38220	YMR041C
Q04215	49274	YMR046C
Q04216	39187	YMR126C
Q04225	57261	YMR131C
Q04233	87140	YML006C
Q04301	62640	YMR088C
Q04329	14337	YMR195W
Q04341	13866	YDR031W
Q04368	34520	YMR025W
Q04383	58202	YDR501W
Q04399	69281	YDR506C
Q04418	50192	YDR527W
Q04429	47578	YDR528W
Q04471	42901	YMR114C
Q04516	35764	YML087C
Q04585	79161	YDR109C
Q04598	12030	YDR115W
Q04599	30996	YDR116C
Q04600	63992	YDR117C
Q04602	85683	YDR119W
Q04623	53185	YDR125C
Q04734	26697	YMR063W
Q04767	18693	YMR071C
Q04772	23182	YMR073C
Q04792	65990	YMR250W
Q04806	42403	YMR251W
Q04949	36825	YMR299C
Q05015	24534	YMR222C
Q05473	35614	YDR336W
Q05648	47173	YDR282C
Q05672	51957	YDL189W
Q05676	8416	YEL059C-A
Q05778	30695	YLR199C
Q05827	5573	YMR251W-A
Q05905	27501	YLR301W
Q05937	37718	YLR375W
Q05955	57833	YLR227C
Q06011	12515	YLR390W
Q06108	120395	YPR115W
Q06109	31133	YPR116W
Q06116	285904	YPR117W
Q06149	81274	YLR266C
Q06177	9834	YLR327C
Q06188	35508	YLR455W
Q06200	50328	YLR443W
Q06214	55264	YPR169W
Q06216	74146	YLR273C
Q06350	59118	YDR371W
Q06479	93123	YLR352W
Q06485	20400	YLR356W
Q06494	38601	YPR127W
Q06543	30653	YLR243W
Q06563	22915	YLR251W
Q06616	25411	YPR174C
Q06636	25262	YDR302W
Q06640	54437	YDR306C
Q06644	77570	YDR307W
Q06665	82043	YDR314C
Q06673	145052	YLR436C
Q06678	42825	YDR322W
Q06682	56737	YDR330W
Q06686	27534	YLR411W
Q06688	31707	YLR412W
Q06689	72698	YLR413W
Q06820	64958	YPR083W
Q06822	50563	YPR085C
Q07349	48312	YDL027C
Q07351	54367	YDL048C
Q07362	19881	YDL053C
Q07376	53566	YDL054C
Q07451	22903	YDL072C
Q07458	33812	YDL076C
Q07549	15673	YDL123W
Q07653	113616	YDL223C
Q07655	70690	YDL224C
Q07660	129725	YDL231C
Q07684	51320	YDL233W
Q07748	38574	YDL244W
Q07788	45680	YDL248W
Q07798	102170	YLL005C
Q07872	28271	YLL038C
Q07895	97618	YLR001C
Q07897	33394	YLR003C
Q07904	58531	YLR004C
Q07959	62571	YLR023C
Q08045	14922	YLR104W
Q08157	60901	YOL019W
Q08182	27387	YOL028C
Q08202	27167	YOL032W
Q08225	80510	YOL057W
Q08226	109715	YOL063C
Q08227	43799	YOL065C
Q08234	145072	YOL075C
Q08268	54707	YOL119C
Q08280	55084	YOL137W
Q08347	72646	YOL164W
Q08416	18092	YOR044W
Q08421	47352	YOR051C
Q08422	16734	YOR052C
Q08553	20866	YOR179C
Q08646	43100	YOR242C
Q08693	91995	YOR256C
Q08729	48099	YOR264W
Q08777	57582	YOR306C
Q08818	79947	YOR354C
Q08919	88756	YPL176C
Q08926	34222	YPL186C
Q08932	43998	YPL193W
Q08952	30779	YPL196W
Q12021	58230	YDR030C
Q12036	19973	YPL148C
Q12057	32084	YOR104W
Q12059	52853	YPL003W
Q12089	70310	YPL005W
Q12091	16758	YPL170W
Q12109	49350	YOL097C
Q12117	36191	YDR033W
Q12128	46216	YOR134W
Q12132	43518	YPL230W
Q12139	130117	YPR022C
Q12144	32637	YLR064W
Q12145	35358	YPR013C
Q12167	42829	YDR065W
Q12189	28258	YOR095C
Q12194	54893	YPL066W
Q12214	54764	YPR068C
Q12221	119508	YPR042C
Q12239	39742	YOL107W
Q12244	97610	YLL054C
Q12247	18190	YLR068W
Q12251	35913	YPR011C
Q12252	112546	YOL084W
Q12266	49285	YBL005W-A
Q12272	26196	YOL102C
Q12276	139458	YOR227W
Q12282	26157	YOR214C
Q12288	28826	YLR126C
Q12291	42041	YLR063W
Q12314	24744	YOR021C
Q12325	99651	YLR092W
Q12340	91084	YOR172W
Q12350	35028	YPR061C
Q12358	46983	YLL057C
Q12367	41392	YLR137W
Q12368	22679	YDL098C
Q12374	70862	YPR155C
Q12393	33868	YLR091W
Q12398	48871	YOR032C
Q12407	77501	YDL199C
Q12408	19063	YDL046W
Q12412	60251	YOR161C
Q12428	57684	YPR002W
Q12436	46363	YLR130C
Q12441	49187	YDR210C-C
Q12454	26024	YDR067C
Q12467	48827	YPL168W
Q12480	36803	YPR004C
Q12500	86426	YLR114C
Q12504	57289	YDR257C
Q12507	39021	YOR315W
Q12515	31886	YDL173W
Q12672	18274	YPL079W
Q12690	22554	YDL082W
Q2V2P4	8165	YIL156W-B
Q2V2P8	10244	YDR374W-A
Q2V2Q1	12739	YCL058W-A
Q3E6R5	12714	YDR381C-A
Q3E752	7055	YPR036W-A
Q3E764	6941	YLR262C-A
Q3E830	8097	YCR075W-A
Q6Q546	8272	YNR032C-A
Q6Q5H1	48965	YPR158C-C
Q6Q5K6	7514	YML058W-A
Q86ZR7	26170	YKL033W-A
Q99177	39860	YPR057W
Q99234	71730	YOR030W
Q99247	125382	YOL087C
Q99252	68015	YOR092W
A5Z2X5	7902	YPR010C-A
O13512	13273	YAL064W-B
O13549	12919	YLR261C
O13585	102579	YPR089W
O43137	9405	YBR085C-A
P08521	2979	YOR302W
P08593	30957	YPR134W
P0CD97	7986	YER039C-A
P0CT86	8955	YJR107C-A
P0CX12	45165	YBR302C
P0CX18	20594	YAR066W
P0CX19	20594	YHR214W
P10356	49490	YER152C
P21623	61391	YDR403W
P23493	36935	YKL093W
P25361	14779	YCR043C
P25362	25224	YCR020C
P25617	33593	YCR016W
P25631	24694	YCR051W
P25639	70922	YCR061W
P25654	20704	YCR090C
P28003	47068	YAL034C
P32047	49210	YNL074C
P32330	96022	YKL121W
P32488	37110	YMR081C
P32564	20118	YGR049W
P32618	106133	YEL043W
P32788	32639	YBL010C
P32792	44235	YHR017W
P33324	36073	YKL091C
P34224	22278	YBL059W
P35198	49060	YDR277C
P35719	25097	YKL142W
P36025	31880	YOR062C
P36032	52257	YKL221W
P36052	46509	YKL162C
P36083	52088	YKL075C
P36085	88836	YKL072W
P36086	28039	YKL071W
P36103	32293	YKL023W
P36114	81754	YKR018C
P36134	29208	YKR041W
P36138	20226	YKR045C
P36151	39406	YKR070W
P36154	18436	YKR074W
P36155	36113	YKR075C
P36157	39862	YKR077W
P36158	68281	YKR078W
P37263	17738	YCR087C-A
P38177	51997	YBL086C
P38202	12401	YBL028C
P38213	82336	YBR007C
P38216	14617	YBR016W
P38231	20513	YBR047W
P38235	40296	YBR053C
P38239	20596	YBR062C
P38243	23548	YBR071W
P38253	14321	YBR090C
P38256	27092	YBR096W
P38276	20454	YBR137W
P38277	60469	YBR138C
P38280	70175	YBR148W
P38284	28772	YBR157C
P38292	48579	YBR168W
P38306	24203	YBR197C
P38312	16347	YBR210W
P38318	63010	YBR220C
P38346	61219	YBR270C
P38355	47506	YBR287W
P38374	7365	YBR162W-A
P38430	36032	YMR262W
P38635	38582	YFR025C
P38716	42445	YHR112C
P38723	45880	YHL048W
P38740	35717	YHL026C
P38744	14026	YHL018W
P38745	61206	YHL017W
P38747	36113	YHL013C
P38833	27132	YHR127W
P38835	96099	YHR131C
P38841	12753	YHR138C
P38842	27146	YHR140W
P38867	52048	YHR177W
P38870	90109	YHR182W
P38887	68998	YHR202W
P39101	44855	YER048C
P39542	45937	YJL193W
P39721	27089	YAL049C
P39931	27289	YLR250W
P39945	48371	YER101C
P39996	38235	YEL017W
P40008	25086	YER004W
P40022	21191	YER034W
P40052	23197	YER079W
P40053	72414	YER080W
P40057	14313	YER084W
P40093	38174	YER156C
P40098	27698	YER182W
P40157	88846	YNL212W
P40159	20151	YNL208W
P40206	24665	YMR132C
P40326	12279	YGR269W
P40361	104264	YJL070C
P40364	28470	YJL066C
P40456	128735	YIL151C
P40470	23845	YIL127C
P40476	34651	YIL117C
P40497	71006	YIL092W
P40500	23859	YIL089W
P40502	16924	YIL087C
P40508	36946	YIL077C
P40514	75482	YIL067C
P40520	13030	YIL059C
P40524	12045	YIL054W
P40560	59732	YIL001W
P40579	27481	YIR035C
P40892	21480	YJL218W
P40893	21967	YJL217W
P40962	27054	YOR077W
P42840	32308	YNL320W
P42884	41991	YNL331C
P42942	45214	YGR210C
P42946	41488	YJL108C
P42947	42508	YJL107C
P43537	16473	YFL067W
P43552	18110	YFL051C
P43570	57619	YFL027C
P43590	61754	YFR006W
P43597	137698	YFR016C
P43600	25721	YFR020W
P43604	18809	YFR026C
P46679	97828	YMR053C
P46949	90798	YGR196C
P46996	61525	YJL163C
P46998	20185	YJL161W
P47009	11660	YJL144W
P47044	26864	YJL055W
P47048	52849	YJL049W
P47065	39813	YJL023C
P47072	63207	YJL016W
P47087	14566	YJR012C
P47090	58117	YJR015W
P47115	27361	YJR056C
P47129	35521	YJR083C
P47131	11250	YJR085C
P47139	74235	YJR098C
P47144	80656	YJR106W
P47145	37205	YJR107W
P47159	49664	YJR124C
P47173	39690	YJR142W
P47174	13171	YJR146W
P47181	38972	YJR154W
P48235	23997	YGR146C
P50088	10545	YGR236C
P50263	8874	YMR175W
P53009	91001	YGL083W
P53053	44804	YGL263W
P53077	14488	YGL226W
P53078	31969	YGL224C
P53081	31888	YGL221C
P53089	11351	YGL204C
P53120	137476	YGL140C
P53130	14922	YGL121C
P53134	80009	YGL114W
P53171	32959	YGL057C
P53209	22226	YGR016W
P53210	34679	YGR017W
P53212	31700	YGR021W
P53217	33255	YGR026W
P53265	46668	YGR111W
P53270	53438	YGR117C
P53273	116971	YGR125W
P53274	25846	YGR126W
P53278	92698	YGR130C
P53287	13108	YGR151C
P53326	81191	YGR266W
P53336	38546	YGR283C
P53344	45678	YGR295C
P53583	61667	YNL249C
P53584	51644	YNL237W
P53736	28636	YNR040W
P53747	24317	YNR061C
P53748	35659	YNR062C
P53749	69663	YNR063W
P53755	54831	YNR069C
P53757	37852	YNR071C
P53822	45288	YNL336W
P53869	10648	YNL211C
P53889	28792	YNL168C
P53908	15319	YNL143C
P53912	41164	YNL134C
P53925	74039	YNL115C
P53929	30748	YNL108C
P53932	71196	YNL095C
P53947	35046	YNL058C
P53956	19350	YNL046W
P53958	43749	YNL042W
P53962	43848	YNL035C
P53964	31386	YNL033W
P53975	31326	YNL019C
P54072	64032	YLR152C
P54858	35964	YDR068W
P85052	18006	YER014C-A
Q02202	44583	YKR004C
Q02606	42477	YPL014W
Q02754	22776	YPL067C
Q02771	12281	YER058W
Q02799	33596	YPL054W
Q02864	18435	YPL071C
Q02873	28570	YPL107W
Q02895	39683	YPL088W
Q02981	76176	YPL109C
Q03036	21519	YDR540C
Q03102	39976	YML131W
Q03104	59589	YML128C
Q03177	94254	YMR102C
Q03193	34631	YDR090C
Q03210	57742	YML118W
Q03219	31145	YMR178W
Q03233	22110	YMR184W
Q03263	59562	YMR279C
Q03361	98691	YDR475C
Q03362	25266	YDR476C
Q03482	8571	YDR210W
Q03559	22179	YMR295C
Q03648	52246	YMR209C
Q03653	89191	YMR212C
Q03730	43749	YML018C
Q03780	86433	YDR239C
Q03795	60044	YMR155W
Q03900	57194	YDR132C
Q03983	53730	YDR179W-A
Q04093	78108	YDR444W
Q04162	61509	YDR387C
Q04170	26274	YDR391C
Q04231	20270	YML011C
Q04304	24882	YMR090W
Q04336	126624	YMR196W
Q04408	55490	YDR514C
Q04438	13180	YMR107W
Q04489	59469	YML096W
Q04748	104748	YMR066W
Q04773	15977	YMR074C
Q04835	46659	YMR253C
Q04867	35852	YMR310C
Q04869	38216	YMR315W
Q04922	53168	YDR219C
Q04925	47414	YDR222W
Q04991	56178	YMR221C
Q05497	77846	YDR338C
Q05611	26582	YDR275W
Q05637	11887	YDR281C
Q05812	80530	YLR219W
Q05854	151279	YLR278C
Q05863	18197	YLR281C
Q05867	36574	YLR283W
Q05881	40928	YLR287C
Q05899	13947	YLR297W
Q05948	46423	YLR225C
Q06070	25546	YLR407W
Q06089	17731	YPR098C
Q06107	36750	YPR114W
Q06139	11348	YLR346C
Q06146	35998	YLR257W
Q06152	32004	YLR271W
Q06170	27424	YLR326W
Q06199	23293	YLR456W
Q06247	69606	YLR173W
Q06251	71265	YLR177W
Q06252	22151	YLR179C
Q06523	49279	YPR148C
Q06608	22508	YPR172W
Q06839	123084	YPR097W
Q07454	113891	YDL073W
Q07505	30837	YDL086W
Q07555	32916	YDL129W
Q07589	39783	YDL144C
Q07622	69371	YDL203C
Q07629	34450	YDL218W
Q07716	44383	YDL237W
Q07834	94597	YLL032C
Q07986	23378	YLR036C
Q08054	37256	YOL007C
Q08206	84352	YOL036W
Q08213	42398	YOL042W
Q08634	35210	YOR238W
Q08687	20839	YOR252W
Q08743	36195	YOR292C
Q08748	147426	YOR296W
Q08774	27967	YOR305W
Q08816	39275	YOR352W
Q08844	80285	YOR365C
Q08900	13800	YOR376W
Q08910	22140	YOR387C
Q08912	70221	YOR389W
Q08954	26758	YPL199C
Q08964	128133	YPL216W
Q08969	19026	YPL223C
Q08971	17445	YPL225W
Q08974	22197	YPL257W
Q08979	75433	YPL263C
Q08980	39703	YPL264C
Q08989	54538	YPL277C
Q12012	29099	YOR289W
Q12020	45140	YLR082C
Q12027	81465	YDL176W
Q12032	21229	YOR215C
Q12042	31347	YPL162C
Q12044	29256	YOR220W
Q12079	30600	YPR027C
Q12103	72856	YDL109C
Q12108	64294	YOR118W
Q12116	52230	YDR105C
Q12121	40752	YDL211C
Q12129	25286	YLR363C
Q12134	28414	YOR284W
Q12155	19089	YLR050C
Q12160	15441	YPR063C
Q12179	52257	YPL245W
Q12182	36908	YOR342C
Q12253	31054	YLR046C
Q12254	27611	YPL163C
Q12259	55601	YLR108C
Q12275	186907	YOR093C
Q12298	61191	YDR061W
Q12301	62288	YDL180W
Q12331	30634	YDR262W
Q12346	24606	YPR071W
Q12418	56357	YLR094C
Q12424	85984	YDL206W
Q12486	24840	YOR131C
Q12489	12175	YDL012C
Q12497	10845	YDR070C
Q12498	32012	YPL156C
Q12523	57324	YPL247C
Q2V2P2	8531	YKL065W-A
Q2V2P3	8519	YKL023C-A
Q3E747	9738	YLR363W-A
Q3E756	11161	YBL029C-A
Q3E769	10933	YOL159C-A
Q3E784	9735	YER180C-A
Q3E7A3	7741	YJL133C-A
Q3E7A7	11811	YKL018C-A
Q3E7A8	8265	YNL162W-A
Q3E7A9	8202	YMR194C-B
Q3E7B0	4459	YER053C-A
Q3E7B7	7949	YDL085C-A
Q3E7Y5	76246	YBL111C
Q3E823	7533	YPL189C-A
Q3E824	9618	YOR020W-A
Q3E841	10781	YNR034W-A
Q3E842	7981	YMR122W-A
Q6Q5X2	5966	YDR034W-B
Q8TGU7	7759	YBR126W-A
Q96VH4	20994	YCL026C-B
Q99326	42109	YOR338W
A0A8D9UGU6	9566	YKL104W-A
O13565	20283	YLR358C
O13587	11805	YPR096C
P0C5K9	3401	YBL039C-A
P0C5L4	6235	YBR121C-A
P0C5L7	4450	YDR118W-A
P0C5M0	5329	YDR320W-B
P0C5M1	3689	YDR371C-A
P0C5M8	3423	YER090C-A
P0C5M9	10051	YFR009W-A
P0C5N0	7345	YFR010W-A
P0C5N1	6603	YGL014C-A
P0C5N3	18103	YGL041W-A
P0C5N4	3071	YHR073C-B
P0C5N6	6741	YHR032W-A
P0C5N7	6772	YHR073W-A
P0C5P0	10084	YJL197C-A
P0C5P2	3406	YKL100W-A
P0C5P3	3344	YKL145W-A
P0C5P6	3944	YLR163W-A
P0C5Q1	4681	YLR364C-A
P0C5Q3	5704	YMR013C-A
P0C5R4	5633	YOL083C-A
P0C5S1	3068	YPR160W-A
P25577	35652	YCL049C
P32772	25732	YDL169C
P35725	19004	YKL063C
P38321	101236	YBR225W
P38864	12877	YHR173C
P39534	12522	YJL199C
P39563	11139	YAR064W
P39977	12911	YEL068C
P39999	12209	YEL014C
P40083	16603	YER137C
P40166	11775	YNL198C
