ORF	Gene.Name	SGD.Num	GO.Term.Type	GO.Term.Description	GO.Term.Number	Annotation.Status
YBL056W	PTC3	S000000152	F	hydrolase activity	GO:0016787	ORF|Verified
YBL056W	PTC3	S000000152	F	phosphatase activity	GO:0016791	ORF|Verified
YBL057C	PTH2	S000000153	F	hydrolase activity	GO:0016787	ORF|Verified
YBL058W	SHP1	S000000154	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBL059C-A	CMC2	S000007488	F	molecular_function	GO:0003674	ORF|Verified
YBL059W		S000000155	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL060W	YEL1	S000000156	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YBL061C	SKT5	S000000157	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBL062W		S000000158	F	molecular_function	GO:0003674	ORF|Dubious
YBL063W	KIP1	S000000159	F	hydrolase activity	GO:0016787	ORF|Verified
YBL063W	KIP1	S000000159	F	structural molecule activity	GO:0005198	ORF|Verified
YBL064C	PRX1	S000000160	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBL065W		S000000161	F	molecular_function	GO:0003674	ORF|Dubious
YBL066C	SEF1	S000000162	F	molecular_function	GO:0003674	ORF|Verified
YBL067C	UBP13	S000000163	F	hydrolase activity	GO:0016787	ORF|Verified
YBL067C	UBP13	S000000163	F	peptidase activity	GO:0008233	ORF|Verified
YBL068W	PRS4	S000000164	F	transferase activity	GO:0016740	ORF|Verified
YBL068W-A		S000028530	F	molecular_function	GO:0003674	ORF|Dubious
YBL069W	AST1	S000000165	F	molecular_function	GO:0003674	ORF|Verified
YBL070C		S000000166	F	molecular_function	GO:0003674	ORF|Dubious
YBL071C		S000000167	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL071C-B		S000028597	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL071W-A	KTI11	S000007587	F	ion binding	GO:0043167	ORF|Verified
YBL072C	RPS8A	S000000168	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBL072C	RPS8A	S000000168	F	structural molecule activity	GO:0005198	ORF|Verified
YBL073W		S000000169	F	molecular_function	GO:0003674	ORF|Dubious
YBL074C	AAR2	S000000170	F	molecular_function	GO:0003674	ORF|Verified
YBL075C	SSA3	S000000171	F	ATPase activity	GO:0016887	ORF|Verified
YBL075C	SSA3	S000000171	F	hydrolase activity	GO:0016787	ORF|Verified
YBL075C	SSA3	S000000171	F	unfolded protein binding	GO:0051082	ORF|Verified
YBL076C	ILS1	S000000172	F	ligase activity	GO:0016874	ORF|Verified
YBL077W		S000000173	F	molecular_function	GO:0003674	ORF|Dubious
YBL078C	ATG8	S000000174	F	other		ORF|Verified
YBL079W	NUP170	S000000175	F	chromatin binding	GO:0003682	ORF|Verified
YBL079W	NUP170	S000000175	F	structural molecule activity	GO:0005198	ORF|Verified
YBL080C	PET112	S000000176	F	ligase activity	GO:0016874	ORF|Verified
YBL081W		S000000177	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL082C	ALG3	S000000178	F	transferase activity	GO:0016740	ORF|Verified
YBL082C	ALG3	S000000178	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBL083C		S000000179	F	molecular_function	GO:0003674	ORF|Dubious
YBL084C	CDC27	S000000180	F	transferase activity	GO:0016740	ORF|Verified
YBL085W	BOI1	S000000181	F	ion binding	GO:0043167	ORF|Verified
YBL085W	BOI1	S000000181	F	lipid binding	GO:0008289	ORF|Verified
YBL086C		S000000182	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL087C	RPL23A	S000000183	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBL087C	RPL23A	S000000183	F	structural molecule activity	GO:0005198	ORF|Verified
YBL088C	TEL1	S000000184	F	DNA binding	GO:0003677	ORF|Verified
YBL088C	TEL1	S000000184	F	kinase activity	GO:0016301	ORF|Verified
YBL088C	TEL1	S000000184	F	transferase activity	GO:0016740	ORF|Verified
YBL089W	AVT5	S000000185	F	other		ORF|Verified
YBL090W	MRP21	S000000186	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBL090W	MRP21	S000000186	F	structural molecule activity	GO:0005198	ORF|Verified
YBL091C	MAP2	S000000187	F	hydrolase activity	GO:0016787	ORF|Verified
YBL091C	MAP2	S000000187	F	peptidase activity	GO:0008233	ORF|Verified
YBL091C-A	SCS22	S000007228	F	molecular_function	GO:0003674	ORF|Verified
YBL092W	RPL32	S000000188	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBL092W	RPL32	S000000188	F	structural molecule activity	GO:0005198	ORF|Verified
YBL093C	ROX3	S000000189	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YBL094C		S000000190	F	molecular_function	GO:0003674	ORF|Dubious
YBL095W	MRX3	S000000191	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL096C		S000000192	F	molecular_function	GO:0003674	ORF|Dubious
YBL097W	BRN1	S000000193	F	chromatin binding	GO:0003682	ORF|Verified
YBL098W	BNA4	S000000194	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBL099W	ATP1	S000000195	F	ATPase activity	GO:0016887	ORF|Verified
YBL099W	ATP1	S000000195	F	hydrolase activity	GO:0016787	ORF|Verified
YBL099W	ATP1	S000000195	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBL100C		S000000196	F	molecular_function	GO:0003674	ORF|Dubious
YBL100W-C		S000028598	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL101C	ECM21	S000000197	F	enzyme binding	GO:0019899	ORF|Verified
YBL102W	SFT2	S000000198	F	molecular_function	GO:0003674	ORF|Verified
YBL103C	RTG3	S000000199	F	DNA binding	GO:0003677	ORF|Verified
YBL103C	RTG3	S000000199	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YBL103C	RTG3	S000000199	F	transcription factor binding	GO:0008134	ORF|Verified
YBL104C	SEA4	S000000200	F	molecular_function	GO:0003674	ORF|Verified
YBL105C	PKC1	S000000201	F	kinase activity	GO:0016301	ORF|Verified
YBL105C	PKC1	S000000201	F	transferase activity	GO:0016740	ORF|Verified
YBL106C	SRO77	S000000202	F	molecular_function	GO:0003674	ORF|Verified
YBL107C	MIX23	S000000203	F	molecular_function	GO:0003674	ORF|Verified
YBL107W-A		S000007229	F	molecular_function	GO:0003674	ORF|Dubious
YBL108C-A	PAU9	S000007592	F	molecular_function	GO:0003674	ORF|Verified
YBL108W		S000000204	F	molecular_function	GO:0003674	ORF|Dubious
YBL109W		S000002150	F	molecular_function	GO:0003674	ORF|Dubious
YBL111C		S000002151	F	molecular_function	GO:0003674	ORF|Verified
YBL112C		S000002152	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBL113C		S000002153	F	helicase activity	GO:0004386	ORF|Uncharacterized
YBL113C		S000002153	F	hydrolase activity	GO:0016787	ORF|Uncharacterized
YBL113W-A		S000028599	F	molecular_function	GO:0003674	ORF|Dubious
YBR001C	NTH2	S000000205	F	hydrolase activity	GO:0016787	ORF|Verified
YBR001C	NTH2	S000000205	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YBR002C	RER2	S000000206	F	transferase activity	GO:0016740	ORF|Verified
YBR003W	COQ1	S000000207	F	transferase activity	GO:0016740	ORF|Verified
YBR004C	GPI18	S000000208	F	transferase activity	GO:0016740	ORF|Verified
YBR004C	GPI18	S000000208	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR005W	RCR1	S000000209	F	molecular_function	GO:0003674	ORF|Verified
YBR006W	UGA2	S000000210	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR007C	DSF2	S000000211	F	molecular_function	GO:0003674	ORF|Verified
YBR008C	FLR1	S000000212	F	other		ORF|Verified
YBR009C	HHF1	S000000213	F	DNA binding	GO:0003677	ORF|Verified
YBR010W	HHT1	S000000214	F	DNA binding	GO:0003677	ORF|Verified
YBR011C	IPP1	S000000215	F	hydrolase activity	GO:0016787	ORF|Verified
YBR012C		S000000216	F	molecular_function	GO:0003674	ORF|Dubious
YBR013C		S000000217	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR014C	GRX7	S000000218	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR015C	MNN2	S000000219	F	transferase activity	GO:0016740	ORF|Verified
YBR015C	MNN2	S000000219	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR016W		S000000220	F	molecular_function	GO:0003674	ORF|Verified
YBR017C	KAP104	S000000221	F	other		ORF|Verified
YBR018C	GAL7	S000000222	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YBR018C	GAL7	S000000222	F	transferase activity	GO:0016740	ORF|Verified
YBR019C	GAL10	S000000223	F	isomerase activity	GO:0016853	ORF|Verified
YBR020W	GAL1	S000000224	F	kinase activity	GO:0016301	ORF|Verified
YBR020W	GAL1	S000000224	F	transferase activity	GO:0016740	ORF|Verified
YBR021W	FUR4	S000000225	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR022W	POA1	S000000226	F	hydrolase activity	GO:0016787	ORF|Verified
YBR022W	POA1	S000000226	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YBR022W	POA1	S000000226	F	phosphatase activity	GO:0016791	ORF|Verified
YBR023C	CHS3	S000000227	F	transferase activity	GO:0016740	ORF|Verified
YBR023C	CHS3	S000000227	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR024W	SCO2	S000000228	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR025C	OLA1	S000000229	F	ATPase activity	GO:0016887	ORF|Verified
YBR025C	OLA1	S000000229	F	hydrolase activity	GO:0016787	ORF|Verified
YBR026C	ETR1	S000000230	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR027C		S000000231	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR028C	YPK3	S000000232	F	kinase activity	GO:0016301	ORF|Verified
YBR028C	YPK3	S000000232	F	transferase activity	GO:0016740	ORF|Verified
YBR029C	CDS1	S000000233	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YBR029C	CDS1	S000000233	F	transferase activity	GO:0016740	ORF|Verified
YBR030W	RKM3	S000000234	F	methyltransferase activity	GO:0008168	ORF|Verified
YBR030W	RKM3	S000000234	F	transferase activity	GO:0016740	ORF|Verified
YBR031W	RPL4A	S000000235	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBR031W	RPL4A	S000000235	F	structural molecule activity	GO:0005198	ORF|Verified
YBR032W		S000000236	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR033W	EDS1	S000000237	F	DNA binding	GO:0003677	ORF|Uncharacterized
YBR034C	HMT1	S000000238	F	methyltransferase activity	GO:0008168	ORF|Verified
YBR034C	HMT1	S000000238	F	transferase activity	GO:0016740	ORF|Verified
YBR035C	PDX3	S000000239	F	ion binding	GO:0043167	ORF|Verified
YBR035C	PDX3	S000000239	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR036C	CSG2	S000000240	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR037C	SCO1	S000000241	F	ion binding	GO:0043167	ORF|Verified
YBR037C	SCO1	S000000241	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR038W	CHS2	S000000242	F	transferase activity	GO:0016740	ORF|Verified
YBR038W	CHS2	S000000242	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR039W	ATP3	S000000243	F	ATPase activity	GO:0016887	ORF|Verified
YBR039W	ATP3	S000000243	F	hydrolase activity	GO:0016787	ORF|Verified
YBR039W	ATP3	S000000243	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR040W	FIG1	S000000244	F	molecular_function	GO:0003674	ORF|Verified
YBR041W	FAT1	S000000245	F	ligase activity	GO:0016874	ORF|Verified
YBR042C	CST26	S000000246	F	transferase activity	GO:0016740	ORF|Verified
YBR043C	QDR3	S000000247	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR044C	TCM62	S000000248	F	unfolded protein binding	GO:0051082	ORF|Verified
YBR045C	GIP1	S000000249	F	enzyme binding	GO:0019899	ORF|Verified
YBR045C	GIP1	S000000249	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR046C	ZTA1	S000000250	F	RNA binding	GO:0003723	ORF|Verified
YBR046C	ZTA1	S000000250	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR047W	FMP23	S000000251	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR048W	RPS11B	S000000252	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBR048W	RPS11B	S000000252	F	structural molecule activity	GO:0005198	ORF|Verified
YBR049C	REB1	S000000253	F	DNA binding	GO:0003677	ORF|Verified
YBR050C	REG2	S000000254	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR051W		S000000255	F	molecular_function	GO:0003674	ORF|Dubious
YBR052C	RFS1	S000000256	F	molecular_function	GO:0003674	ORF|Verified
YBR053C		S000000257	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR054W	YRO2	S000000258	F	molecular_function	GO:0003674	ORF|Verified
YBR055C	PRP6	S000000259	F	molecular_function	GO:0003674	ORF|Verified
YBR056C-B		S000087087	F	molecular_function	GO:0003674	ORF|Dubious
YBR056W		S000000260	F	molecular_function	GO:0003674	ORF|Verified
YBR056W-A		S000028736	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR057C	MUM2	S000000261	F	other		ORF|Verified
YBR058C	UBP14	S000000262	F	hydrolase activity	GO:0016787	ORF|Verified
YBR058C	UBP14	S000000262	F	peptidase activity	GO:0008233	ORF|Verified
YBR058C-A	TSC3	S000007521	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR059C	AKL1	S000000263	F	kinase activity	GO:0016301	ORF|Verified
YBR059C	AKL1	S000000263	F	transferase activity	GO:0016740	ORF|Verified
YBR060C	ORC2	S000000264	F	DNA binding	GO:0003677	ORF|Verified
YBR060C	ORC2	S000000264	F	chromatin binding	GO:0003682	ORF|Verified
YBR061C	TRM7	S000000265	F	methyltransferase activity	GO:0008168	ORF|Verified
YBR061C	TRM7	S000000265	F	transferase activity	GO:0016740	ORF|Verified
YBR062C		S000000266	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR063C		S000000267	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR064W		S000000268	F	molecular_function	GO:0003674	ORF|Dubious
YBR065C	ECM2	S000000269	F	molecular_function	GO:0003674	ORF|Verified
YBR066C	NRG2	S000000270	F	DNA binding	GO:0003677	ORF|Verified
YBR067C	TIP1	S000000271	F	hydrolase activity	GO:0016787	ORF|Verified
YBR067C	TIP1	S000000271	F	structural molecule activity	GO:0005198	ORF|Verified
YBR068C	BAP2	S000000272	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR069C	TAT1	S000000273	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR070C	ALG14	S000000274	F	transferase activity	GO:0016740	ORF|Verified
YBR070C	ALG14	S000000274	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR071W		S000000275	F	molecular_function	GO:0003674	ORF|Verified
YBR072C-A		S000028532	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR072W	HSP26	S000000276	F	RNA binding	GO:0003723	ORF|Verified
YBR072W	HSP26	S000000276	F	mRNA binding	GO:0003729	ORF|Verified
YBR072W	HSP26	S000000276	F	unfolded protein binding	GO:0051082	ORF|Verified
YBR073W	RDH54	S000000277	F	ATPase activity	GO:0016887	ORF|Verified
YBR073W	RDH54	S000000277	F	DNA binding	GO:0003677	ORF|Verified
YBR073W	RDH54	S000000277	F	hydrolase activity	GO:0016787	ORF|Verified
YBR074W	PFF1	S000000278	F	molecular_function	GO:0003674	ORF|Verified
YBR076C-A		S000028533	F	molecular_function	GO:0003674	ORF|Dubious
YBR076W	ECM8	S000000280	F	molecular_function	GO:0003674	ORF|Verified
YBR077C	SLM4	S000000281	F	molecular_function	GO:0003674	ORF|Verified
YBR078W	ECM33	S000000282	F	molecular_function	GO:0003674	ORF|Verified
YBR079C	RPG1	S000000283	F	RNA binding	GO:0003723	ORF|Verified
YBR079C	RPG1	S000000283	F	mRNA binding	GO:0003729	ORF|Verified
YBR079C	RPG1	S000000283	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YBR080C	SEC18	S000000284	F	ATPase activity	GO:0016887	ORF|Verified
YBR080C	SEC18	S000000284	F	hydrolase activity	GO:0016787	ORF|Verified
YBR080C	SEC18	S000000284	F	ion binding	GO:0043167	ORF|Verified
YBR080C	SEC18	S000000284	F	lipid binding	GO:0008289	ORF|Verified
YBR081C	SPT7	S000000285	F	structural molecule activity	GO:0005198	ORF|Verified
YBR082C	UBC4	S000000286	F	protein binding, bridging	GO:0030674	ORF|Verified
YBR082C	UBC4	S000000286	F	transferase activity	GO:0016740	ORF|Verified
YBR082C	UBC4	S000000286	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YBR083W	TEC1	S000000287	F	DNA binding	GO:0003677	ORF|Verified
YBR083W	TEC1	S000000287	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YBR083W	TEC1	S000000287	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YBR084C-A	RPL19A	S000002156	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBR084C-A	RPL19A	S000002156	F	structural molecule activity	GO:0005198	ORF|Verified
YBR084W	MIS1	S000000288	F	hydrolase activity	GO:0016787	ORF|Verified
YBR084W	MIS1	S000000288	F	ligase activity	GO:0016874	ORF|Verified
YBR084W	MIS1	S000000288	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR085C-A		S000007522	F	molecular_function	GO:0003674	ORF|Verified
YBR085W	AAC3	S000000289	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR086C	IST2	S000000290	F	lipid binding	GO:0008289	ORF|Verified
YBR087W	RFC5	S000000291	F	ATPase activity	GO:0016887	ORF|Verified
YBR087W	RFC5	S000000291	F	DNA binding	GO:0003677	ORF|Verified
YBR087W	RFC5	S000000291	F	hydrolase activity	GO:0016787	ORF|Verified
YBR088C	POL30	S000000292	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR089C-A	NHP6B	S000002157	F	DNA binding	GO:0003677	ORF|Verified
YBR089C-A	NHP6B	S000002157	F	chromatin binding	GO:0003682	ORF|Verified
YBR089W		S000000293	F	molecular_function	GO:0003674	ORF|Dubious
YBR090C		S000000294	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR091C	TIM12	S000000295	F	ion binding	GO:0043167	ORF|Verified
YBR091C	TIM12	S000000295	F	lipid binding	GO:0008289	ORF|Verified
YBR091C	TIM12	S000000295	F	protein transporter activity	GO:0008565	ORF|Verified
YBR091C	TIM12	S000000295	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR092C	PHO3	S000000296	F	hydrolase activity	GO:0016787	ORF|Verified
YBR092C	PHO3	S000000296	F	phosphatase activity	GO:0016791	ORF|Verified
YBR093C	PHO5	S000000297	F	hydrolase activity	GO:0016787	ORF|Verified
YBR093C	PHO5	S000000297	F	phosphatase activity	GO:0016791	ORF|Verified
YBR094W	PBY1	S000000298	F	molecular_function	GO:0003674	ORF|Verified
YBR095C	RXT2	S000000299	F	hydrolase activity	GO:0016787	ORF|Verified
YBR096W		S000000300	F	molecular_function	GO:0003674	ORF|Uncharacterized
YBR097W	VPS15	S000000301	F	kinase activity	GO:0016301	ORF|Verified
YBR097W	VPS15	S000000301	F	transferase activity	GO:0016740	ORF|Verified
YBR097W	VPS15	S000000301	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YBR098W	MMS4	S000000302	F	hydrolase activity	GO:0016787	ORF|Verified
YBR098W	MMS4	S000000302	F	nuclease activity	GO:0004518	ORF|Verified
YBR099C		S000000303	F	molecular_function	GO:0003674	ORF|Dubious
YBR101C	FES1	S000000305	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR102C	EXO84	S000000306	F	molecular_function	GO:0003674	ORF|Verified
YBR103C-A		S000007593	F	molecular_function	GO:0003674	ORF|Dubious
YBR103W	SIF2	S000000307	F	molecular_function	GO:0003674	ORF|Verified
YBR104W	YMC2	S000000308	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YBR105C	VID24	S000000309	F	molecular_function	GO:0003674	ORF|Verified
YBR106W	PHO88	S000000310	F	molecular_function	GO:0003674	ORF|Verified
YBR107C	IML3	S000000311	F	molecular_function	GO:0003674	ORF|Verified
YBR108W	AIM3	S000000312	F	molecular_function	GO:0003674	ORF|Verified
YBR109C	CMD1	S000000313	F	enzyme binding	GO:0019899	ORF|Verified
YBR109C	CMD1	S000000313	F	ion binding	GO:0043167	ORF|Verified
YBR109W-A		S000028737	F	molecular_function	GO:0003674	ORF|Dubious
YBR110W	ALG1	S000000314	F	transferase activity	GO:0016740	ORF|Verified
YBR110W	ALG1	S000000314	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YBR111C	YSA1	S000000315	F	hydrolase activity	GO:0016787	ORF|Verified
YBR111W-A	SUS1	S000028510	F	enzyme regulator activity	GO:0030234	ORF|Verified
YBR112C	CYC8	S000000316	F	enzyme binding	GO:0019899	ORF|Verified
YBR112C	CYC8	S000000316	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YBR113W		S000000317	F	molecular_function	GO:0003674	ORF|Dubious
YBR114W	RAD16	S000000318	F	ATPase activity	GO:0016887	ORF|Verified
YBR114W	RAD16	S000000318	F	DNA binding	GO:0003677	ORF|Verified
YBR114W	RAD16	S000000318	F	hydrolase activity	GO:0016787	ORF|Verified
YBR114W	RAD16	S000000318	F	transferase activity	GO:0016740	ORF|Verified
YBR115C	LYS2	S000000319	F	oxidoreductase activity	GO:0016491	ORF|Verified
YBR116C		S000000320	F	molecular_function	GO:0003674	ORF|Dubious
YBR117C	TKL2	S000000321	F	transferase activity	GO:0016740	ORF|Verified
YBR118W	TEF2	S000000322	F	RNA binding	GO:0003723	ORF|Verified
YBR118W	TEF2	S000000322	F	ion binding	GO:0043167	ORF|Verified
YBR118W	TEF2	S000000322	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YBR119W	MUD1	S000000323	F	RNA binding	GO:0003723	ORF|Verified
YBR120C	CBP6	S000000324	F	other		ORF|Verified
YBR121C	GRS1	S000000325	F	ligase activity	GO:0016874	ORF|Verified
YBR121C-A		S000028815	F	molecular_function	GO:0003674	ORF|Dubious
YBR122C	MRPL36	S000000326	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YBR122C	MRPL36	S000000326	F	structural molecule activity	GO:0005198	ORF|Verified
YBR123C	TFC1	S000000327	F	DNA binding	GO:0003677	ORF|Verified
YBR123C	TFC1	S000000327	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
