"ORF","ontology","term"
"YAL021C","CC","CCR4-NOT complex"
"YAL021C","CC","CCR4-NOT core complex"
"YAL021C","BP","positive regulation of transcription elongation by RNA polymerase II"
"YAL021C","MF","metal ion binding"
"YAL021C","BP","replication fork protection"
"YAL021C","BP","nucleic acid phosphodiester bond hydrolysis"
"YAL021C","BP","RNA phosphodiester bond hydrolysis, exonucleolytic"
"YAL022C","CC","fungal-type vacuole membrane"
"YAL022C","MF","nucleoside transmembrane transporter activity"
"YAL022C","CC","plasma membrane"
"YAL022C","MF","nucleobase transmembrane transporter activity"
"YAL022C","BP","nucleobase transport"
"YAL022C","BP","nucleoside transport"
"YAL022C","CC","membrane"
"YAL022C","MF","nicotinamide riboside transmembrane transporter activity"
"YAL022C","BP","nicotinamide riboside transport"
"YAL022C","BP","transmembrane transport"
"YAL022C","BP","nucleoside transmembrane transport"
"YAL023C","MF","mannosyltransferase activity"
"YAL023C","MF","dolichyl-phosphate-mannose-protein mannosyltransferase activity"
"YAL023C","CC","endoplasmic reticulum"
"YAL023C","CC","endoplasmic reticulum membrane"
"YAL023C","BP","protein glycosylation"
"YAL023C","BP","protein O-linked glycosylation"
"YAL023C","CC","membrane"
"YAL023C","MF","transferase activity"
"YAL023C","MF","glycosyltransferase activity"
"YAL023C","BP","protein exit from endoplasmic reticulum"
"YAL023C","BP","protein O-linked mannosylation"
"YAL023C","BP","ER-associated misfolded protein catabolic process"
"YAL023C","CC","dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex"
"YAL023C","CC","dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex"
"YAL023C","BP","regulation of endoplasmic reticulum unfolded protein response"
"YAL024C","MF","guanyl-nucleotide exchange factor activity"
"YAL024C","CC","cytoplasm"
"YAL024C","CC","cellular bud"
"YAL024C","BP","cell cycle"
"YAL024C","BP","small GTPase mediated signal transduction"
"YAL024C","BP","vesicle-mediated transport"
"YAL024C","BP","positive regulation of exit from mitosis"
"YAL024C","BP","cell division"
"YAL024C","BP","asymmetric protein localization to new mitotic spindle pole body"
"YAL025C","BP","maturation of 5.8S rRNA"
"YAL025C","BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YAL025C","BP","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YAL025C","BP","maturation of LSU-rRNA"
"YAL025C","MF","molecular_function"
"YAL025C","CC","nucleus"
"YAL025C","CC","nucleolus"
"YAL025C","BP","cell cycle"
"YAL025C","CC","preribosome, large subunit precursor"
"YAL025C","BP","ribosomal large subunit biogenesis"
"YAL026C","MF","nucleotide binding"
"YAL026C","MF","magnesium ion binding"
"YAL026C","BP","response to pheromone triggering conjugation with cellular fusion"
"YAL026C","MF","ATP binding"
"YAL026C","CC","endoplasmic reticulum"
"YAL026C","CC","Golgi apparatus"
"YAL026C","CC","trans-Golgi network"
"YAL026C","CC","plasma membrane"
"YAL026C","BP","intracellular protein transport"
"YAL026C","BP","post-Golgi vesicle-mediated transport"
"YAL026C","BP","endocytosis"
"YAL026C","BP","phospholipid transport"
"YAL026C","CC","membrane"
"YAL026C","BP","endocytic recycling"
"YAL026C","BP","phospholipid translocation"
"YAL026C","MF","phosphatidylethanolamine flippase activity"
"YAL026C","MF","ATPase-coupled intramembrane lipid transporter activity"
"YAL026C","BP","aminophospholipid translocation"
"YAL026C","MF","phosphatidylcholine flippase activity"
"YAL026C","MF","phosphatidylserine flippase activity"
"YAL026C","CC","Cdc50p-Drs2p complex"
"YAL027W","BP","double-strand break repair via single-strand annealing, removal of nonhomologous ends"
"YAL027W","CC","nucleus"
"YAL027W","BP","DNA repair"
"YAL027W","BP","cellular response to DNA damage stimulus"
"YAL027W","BP","positive regulation of endodeoxyribonuclease activity"
"YAL027W","MF","flap-structured DNA binding"
"YAL027W","MF","3'-flap-structured DNA binding"
"YAL027W","MF","5'-flap-structured DNA binding"
"YAL028W","MF","molecular_function"
"YAL028W","CC","endoplasmic reticulum"
"YAL028W","CC","endoplasmic reticulum membrane"
"YAL028W","CC","membrane"
"YAL028W","BP","cellular response to alkaline pH"
"YAL028W","BP","cellular response to salt stress"
"YAL029C","MF","microfilament motor activity"
"YAL029C","MF","nucleotide binding"
"YAL029C","MF","cytoskeletal motor activity"
"YAL029C","MF","actin binding"
"YAL029C","MF","calmodulin binding"
"YAL029C","MF","ATP binding"
"YAL029C","CC","cytoplasm"
"YAL029C","CC","mitochondrion"
"YAL029C","CC","cellular bud"
"YAL029C","CC","cellular bud tip"
"YAL029C","BP","actin filament organization"
"YAL029C","BP","mating type switching"
"YAL029C","BP","intracellular mRNA localization"
"YAL029C","CC","actin cytoskeleton"
"YAL029C","CC","myosin complex"
"YAL029C","BP","vesicle transport along actin filament"
"YAL029C","CC","filamentous actin"
"YAL029C","CC","vesicle"
"YAL029C","BP","endoplasmic reticulum inheritance"
"YAL029C","MF","actin filament binding"
"YAL029C","BP","mRNA transport"
"YAL030W","MF","SNAP receptor activity"
"YAL030W","CC","endosome"
"YAL030W","CC","trans-Golgi network"
"YAL030W","CC","plasma membrane"
"YAL030W","CC","cellular bud"
"YAL030W","CC","cellular bud neck"
"YAL030W","BP","exocytosis"
"YAL030W","BP","Golgi to plasma membrane transport"
"YAL030W","BP","endocytosis"
"YAL030W","BP","vesicle fusion"
"YAL030W","CC","endomembrane system"
"YAL030W","CC","membrane"
"YAL030W","BP","vesicle-mediated transport"
"YAL030W","MF","syntaxin binding"
"YAL030W","CC","transport vesicle membrane"
"YAL030W","CC","SNARE complex"
"YAL030W","CC","cell periphery"
"YAL031C","CC","cytoplasm"
"YAL031C","BP","chromosome segregation"
"YAL031C","MF","protein phosphatase 1 binding"
"YAL031C","MF","protein phosphatase regulator activity"
"YAL031C","BP","regulation of phosphoprotein phosphatase activity"
"YAL032C","BP","generation of catalytic spliceosome for second transesterification step"
"YAL032C","MF","first spliceosomal transesterification activity"
"YAL032C","MF","second spliceosomal transesterification activity"
"YAL032C","BP","mRNA splicing, via spliceosome"
"YAL032C","CC","nucleus"
"YAL032C","CC","spliceosomal complex"
"YAL032C","BP","mRNA processing"
"YAL032C","BP","RNA splicing"
"YAL032C","CC","U2-type catalytic step 1 spliceosome"
"YAL032C","CC","U2-type catalytic step 2 spliceosome"
"YAL032C","CC","post-mRNA release spliceosomal complex"
"YAL033W","MF","ribonuclease MRP activity"
"YAL033W","CC","ribonuclease MRP complex"
"YAL033W","BP","nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay"
"YAL033W","MF","RNA binding"
"YAL033W","MF","ribonuclease P activity"
"YAL033W","MF","ribonuclease activity"
"YAL033W","CC","nucleus"
"YAL033W","CC","nucleolar ribonuclease P complex"
"YAL033W","CC","cytoplasm"
"YAL033W","BP","rRNA processing"
"YAL033W","BP","tRNA processing"
"YAL033W","BP","RNA metabolic process"
"YAL033W","MF","hydrolase activity"
"YAL033W","BP","intronic box C/D RNA processing"
"YAL033W","BP","RNA phosphodiester bond hydrolysis"
"YAL033W","BP","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YAL034C","MF","molecular_function"
"YAL034C","MF","chromatin binding"
"YAL034C","MF","transcription coactivator activity"
"YAL034C","CC","cellular_component"
"YAL034C","CC","nucleus"
"YAL034C","BP","chromatin remodeling"
"YAL034C","BP","regulation of transcription by RNA polymerase II"
"YAL034C","BP","biological_process"
"YAL034C","BP","positive regulation of histone acetylation"
"YAL034C","CC","SAGA-type complex"
"YAL034C","BP","positive regulation of nucleic acid-templated transcription"
"YAL034W-A","BP","mitotic sister chromatid segregation"
"YAL034W-A","BP","mitotic cell cycle"
"YAL034W-A","CC","chromosome, centromeric region"
"YAL034W-A","CC","kinetochore"
"YAL034W-A","CC","spindle pole"
"YAL034W-A","MF","molecular_function"
"YAL034W-A","CC","nucleus"
"YAL034W-A","CC","chromosome"
"YAL034W-A","CC","cytoplasm"
"YAL034W-A","CC","cytoskeleton"
"YAL034W-A","BP","cell cycle"
"YAL034W-A","BP","chromosome segregation"
"YAL034W-A","BP","protein localization to kinetochore"
"YAL034W-A","BP","cell division"
"YAL034W-A","BP","kinetochore assembly"
"YAL035W","MF","nucleotide binding"
"YAL035W","BP","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YAL035W","BP","formation of cytoplasmic translation initiation complex"
"YAL035W","MF","translation initiation factor activity"
"YAL035W","MF","GTPase activity"
"YAL035W","MF","GTP binding"
"YAL035W","CC","cytoplasm"
"YAL035W","CC","mitochondrion"
"YAL035W","CC","cytosol"
"YAL035W","BP","translation"
"YAL035W","BP","translational initiation"
"YAL035W","BP","regulation of translational initiation"
"YAL035W","CC","cytoplasmic stress granule"
"YAL035W","MF","hydrolase activity"
"YAL035W","CC","cytosolic small ribosomal subunit"
"YAL035W","MF","translation initiation factor binding"
"YAL035W","CC","eukaryotic 48S preinitiation complex"
"YAL035W","BP","ribosome assembly"
"YAL035W","BP","cytosolic ribosome assembly"
"YAL035W","MF","ribosome binding"
"YAL035W","MF","metal ion binding"
"YAL035W","MF","small ribosomal subunit rRNA binding"
"YAL036C","MF","nucleotide binding"
"YAL036C","BP","cytoplasmic translation"
"YAL036C","MF","GTP binding"
"YAL036C","CC","cytoplasm"
"YAL036C","CC","polysome"
"YAL036C","CC","cytoplasmic stress granule"
"YAL036C","BP","positive regulation of cellular response to amino acid starvation"
"YAL037C-A","MF","molecular_function"
"YAL037C-A","CC","cellular_component"
"YAL037C-A","BP","biological_process"
"YAL037W","MF","molecular_function"
"YAL037W","CC","cellular_component"
"YAL037W","BP","biological_process"
"YAL038W","MF","nucleotide binding"
"YAL038W","MF","magnesium ion binding"
"YAL038W","MF","catalytic activity"
"YAL038W","MF","pyruvate kinase activity"
"YAL038W","MF","ATP binding"
"YAL038W","CC","cytoplasm"
"YAL038W","CC","plasma membrane"
"YAL038W","BP","pyruvate metabolic process"
"YAL038W","BP","glycolytic process"
"YAL038W","BP","metabolic process"
"YAL038W","MF","kinase activity"
"YAL038W","BP","phosphorylation"
"YAL038W","MF","transferase activity"
"YAL038W","MF","potassium ion binding"
"YAL038W","MF","metal ion binding"
"YAL039C","MF","holocytochrome-c synthase activity"
"YAL039C","CC","mitochondrion"
"YAL039C","CC","mitochondrial inner membrane"
"YAL039C","CC","mitochondrial intermembrane space"
"YAL039C","CC","membrane"
"YAL039C","MF","lyase activity"
"YAL039C","BP","cytochrome c-heme linkage"
"YAL039C","MF","metal ion binding"
"YAL040C","BP","regulation of cyclin-dependent protein serine/threonine kinase activity"
"YAL040C","BP","regulation of transcription involved in G1/S transition of mitotic cell cycle"
"YAL040C","CC","cyclin-dependent protein kinase holoenzyme complex"
"YAL040C","CC","nucleus"
"YAL040C","CC","cytoplasm"
"YAL040C","BP","vacuole organization"
"YAL040C","BP","cell cycle"
"YAL040C","BP","traversing start control point of mitotic cell cycle"
"YAL040C","MF","cyclin-dependent protein serine/threonine kinase regulator activity"
"YAL040C","BP","vacuole fusion, non-autophagic"
"YAL040C","BP","mitotic cell cycle phase transition"
"YAL040C","BP","cell division"
"YAL041W","CC","incipient cellular bud site"
"YAL041W","BP","cellular bud site selection"
"YAL041W","BP","pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"YAL041W","CC","division septum"
"YAL041W","MF","guanyl-nucleotide exchange factor activity"
"YAL041W","CC","nucleus"
"YAL041W","CC","cytoplasm"
"YAL041W","CC","cellular bud tip"
"YAL041W","CC","cellular bud neck"
"YAL041W","BP","regulation of exit from mitosis"
"YAL041W","BP","establishment of cell polarity"
"YAL041W","BP","septin ring organization"
"YAL041W","CC","cell division site"
"YAL041W","BP","intracellular signal transduction"
"YAL041W","CC","mating projection tip"
"YAL041W","BP","chemotropism"
"YAL041W","BP","protein localization to cell cortex"
"YAL041W","CC","Cdc24p-Far1p-Gbetagamma complex"
"YAL042W","CC","Golgi membrane"
"YAL042W","MF","molecular_function"
"YAL042W","CC","endoplasmic reticulum"
"YAL042W","CC","endoplasmic reticulum membrane"
"YAL042W","CC","Golgi apparatus"
"YAL042W","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YAL042W","BP","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
"YAL042W","BP","protein transport"
"YAL042W","CC","membrane"
"YAL042W","BP","vesicle-mediated transport"
"YAL042W","CC","COPII-coated ER to Golgi transport vesicle"
"YAL043C","MF","RNA binding"
"YAL043C","CC","nucleus"
"YAL043C","CC","mRNA cleavage and polyadenylation specificity factor complex"
"YAL043C","BP","mRNA polyadenylation"
"YAL043C","BP","mRNA processing"
"YAL043C","BP","tRNA processing"
"YAL043C","BP","termination of RNA polymerase II transcription, poly(A)-coupled"
"YAL043C","BP","pre-mRNA cleavage required for polyadenylation"
"YAL044C","MF","glycine dehydrogenase (decarboxylating) activity"
"YAL044C","CC","mitochondrion"
"YAL044C","CC","glycine cleavage complex"
"YAL044C","BP","glycine catabolic process"
"YAL044C","BP","one-carbon metabolic process"
"YAL044C","BP","protein lipoylation"
"YAL044C","BP","glycine decarboxylation via glycine cleavage system"
"YAL044W-A","MF","molecular_function"
"YAL044W-A","CC","mitochondrion"
"YAL044W-A","CC","mitochondrial matrix"
"YAL044W-A","BP","[4Fe-4S] cluster assembly"
"YAL044W-A","BP","protein maturation by [4Fe-4S] cluster transfer"
"YAL046C","MF","molecular_function"
"YAL046C","CC","mitochondrion"
"YAL046C","CC","mitochondrial matrix"
"YAL046C","BP","protein maturation by [4Fe-4S] cluster transfer"
"YAL047C","BP","karyogamy"
"YAL047C","CC","cytoplasm"
"YAL047C","CC","spindle pole body"
"YAL047C","CC","outer plaque of spindle pole body"
"YAL047C","CC","cytoskeleton"
"YAL047C","CC","spindle microtubule"
"YAL047C","BP","microtubule nucleation"
"YAL047C","BP","cell cycle"
"YAL047C","BP","astral microtubule organization"
"YAL047C","BP","cytoplasmic microtubule organization"
"YAL047C","BP","mitotic spindle orientation checkpoint signaling"
"YAL047C","MF","protein-containing complex binding"
"YAL047C","MF","microtubule plus-end binding"
"YAL047C","BP","cell division"
"YAL047C","CC","outer plaque of mitotic spindle pole body"
"YAL047C","MF","microtubule lateral binding"
"YAL047C","BP","gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body"
"YAL047C","CC","mitotic spindle astral microtubule end"
"YAL047C","BP","astral microtubule anchoring at mitotic spindle pole body"
"YAL048C","BP","mitochondrion inheritance"
"YAL048C","MF","nucleotide binding"
"YAL048C","MF","GTPase activity"
"YAL048C","MF","calcium ion binding"
"YAL048C","MF","GTP binding"
"YAL048C","CC","mitochondrion"
"YAL048C","CC","mitochondrial outer membrane"
"YAL048C","BP","mitochondrion organization"
"YAL048C","BP","regulation of mitochondrion organization"
"YAL048C","BP","heme transport"
"YAL048C","CC","membrane"
"YAL048C","MF","hydrolase activity"
"YAL048C","CC","ERMES complex"
"YAL048C","MF","metal ion binding"
"YAL048C","BP","phospholipid homeostasis"
"YAL048C","BP","mitochondrion-endoplasmic reticulum membrane tethering"
"YAL049C","MF","molecular_function"
"YAL049C","CC","cytoplasm"
"YAL049C","BP","biological_process"
"YAL049C","MF","hydrolase activity"
"YAL051W","MF","RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"YAL051W","MF","DNA-binding transcription factor activity, RNA polymerase II-specific"
"YAL051W","MF","DNA-binding transcription activator activity, RNA polymerase II-specific"
"YAL051W","MF","DNA binding"
"YAL051W","CC","nucleus"
"YAL051W","BP","regulation of DNA-templated transcription"
"YAL051W","MF","zinc ion binding"
"YAL051W","BP","sporulation resulting in formation of a cellular spore"
"YAL051W","BP","positive regulation of fatty acid beta-oxidation"
"YAL051W","MF","sequence-specific DNA binding"
"YAL051W","BP","positive regulation of transcription by RNA polymerase II"
"YAL051W","MF","metal ion binding"
"YAL051W","BP","positive regulation of transcription from RNA polymerase II promoter by oleic acid"
"YAL051W","CC","Pip2-Oaf1 complex"
"YAL053W","CC","cytoplasm"
"YAL053W","CC","endoplasmic reticulum"
"YAL053W","CC","endoplasmic reticulum membrane"
"YAL053W","BP","protein folding"
"YAL053W","BP","fungal-type cell wall biogenesis"
"YAL053W","MF","FAD transmembrane transporter activity"
"YAL053W","BP","FAD transport"
"YAL053W","CC","membrane"
"YAL053W","BP","sphingolipid biosynthetic process"
"YAL053W","BP","FAD transmembrane transport"
"YAL053W","BP","calcium ion homeostasis"
"YAL053W","BP","transmembrane transport"
